"Postaja","Glob_sevanje_max","Glob_sevanje_mean","Hitrost_vetra_max","Hitrost_vetra_mean","Hitrost_vetra_min","Sunki_vetra_max","Sunki_vetra_mean","Sunki_vetra_min","Padavine_mean","Padavine_sum","Pritisk_max","Pritisk_mean","Pritisk_min","Vlaga_max","Vlaga_mean","Vlaga_min","Temperatura_Krvavec_max","Temperatura_Krvavec_mean","Temperatura_Krvavec_min","Temperatura_lokacija_max","Temperatura_lokacija_mean","Temperatura_lokacija_min","PM10","O3","Weekday","Month","Year","Season","O3Class","PM10Class","Year_mon"
"1657","Ljubljana",226,35.5,0.7,0.375,0.1,2.1,1.6,0.9,0,0,987.2,986.2125,985.7,86.1,80.3,73,4.5,3.6,3,7.8,5.9625,4.4,36,106.55,"petek","marec",2014,"Pomlad","SREDNJA","VISOKA",mar. 2014
"1658","Ljubljana",102,15.75,2.7,1.4625,0.7,5.3,3.475,2,0,0,981.9,980.425,979.5,76.7,67.1,61.3,1.9,1.2875,0.3,10.5,9.1125,8.1,23,94.6,"sobota","marec",2014,"Pomlad","SREDNJA","NIZKA",mar. 2014
"1659","Ljubljana",25,3.625,3.4,1.4,0.3,7.4,3.6875,1.4,0.025,0.2,972.8,970.6125,969.3,90.2,80.1375,74,2,1.5625,1.2,12.4,11.8875,10.7,9.9,80.4,"nedelja","marec",2014,"Pomlad","SREDNJA","NIZKA",mar. 2014
"1660","Ljubljana",17,2.5,1.7,0.9375,0.4,4,2.775,1.6,0.6875,5.5,971.5,969.8125,969,99,97.175,92.6,-2.8,-3.85,-4.6,6,4.6625,3.8,8.2,60.4,"ponedeljek","marec",2014,"Pomlad","SREDNJA","NIZKA",mar. 2014
"1661","Ljubljana",127,20.375,1.3,0.5375,0.1,2.4,1.65,0.8,0,0,975.7,975.15,974.8,91.7,89.925,88,-5,-6.05,-6.3,4.2,3.675,3,16.7,60.1,"torek","marec",2014,"Pomlad","SREDNJA","NIZKA",mar. 2014
"1662","Ljubljana",56,10.125,1.7,0.6625,0.2,3.3,2.2,1.2,0,0,977,975.7875,975.2,94.2,91.5625,86.6,-4.7,-5.0875,-5.5,4.5,3.675,3.2,23.3,66.05,"sreda","marec",2014,"Pomlad","SREDNJA","NIZKA",mar. 2014
"1663","Ljubljana",130,20.125,2.3,1.475,0.8,4.1,2.9625,2.1,0,0.2,978.8,977.8375,977.3,77.3,74.575,67.6,-2.9,-3.1,-3.3,7.9,6.725,6.3,22.6,70.55,"èetrtek","marec",2014,"Pomlad","SREDNJA","NIZKA",mar. 2014
"1664","Ljubljana",151,24.5,2.7,1.175,0.1,5.7,2.8625,0.7,0.025,0,978.8,977,976,85.1,81.025,75.2,-0.6,-0.7,-0.9,9.1,7.7375,6.6,25.7,90.95,"petek","marec",2014,"Pomlad","SREDNJA","NIZKA",mar. 2014
"1665","Ljubljana",269,46,0.7,0.2625,0,2.3,1.275,0.7,0,0,988.2,986.9625,986,89,83.625,77.7,1.4,0.5625,-0.2,7.1,5.375,3.7,36.8,107.95,"sobota","marec",2014,"Pomlad","SREDNJA","VISOKA",mar. 2014
"1666","Ljubljana",291,50.25,0.8,0.2125,0,2,1.1375,0,0,0,986.7,985.675,985,88.2,81.75,73.1,2.7,2.525,2.2,7.4,5.475,3.9,34.4,117.05,"nedelja","marec",2014,"Pomlad","SREDNJA","NIZKA",mar. 2014
"1667","Ljubljana",275,48.625,0.9,0.5625,0.1,2.4,1.925,1.1,0,0,980.9,980.0625,979.7,84.9,78.1125,67.6,5.7,4.4875,3.5,8.1,6.2,4.5,43.9,116.35,"ponedeljek","marec",2014,"Pomlad","SREDNJA","VISOKA",mar. 2014
"1668","Ljubljana",198,31.125,0.6,0.375,0.1,2.1,1.5875,1.2,0,0,979.9,978.7375,978.1,85.1,79.75,69.7,5.8,5.025,4.2,10.4,8.2875,6.9,42.7,125.35,"torek","april",2014,"Pomlad","VISOKA","VISOKA",apr. 2014
"1669","Ljubljana",209,39.125,2.4,0.8375,0.5,4.3,2.2,1.2,0,0,979,978.3125,977.9,85.5,79.075,71.5,5.7,4.4625,3.3,11.9,8.5625,6.7,40.9,110.4,"sreda","april",2014,"Pomlad","SREDNJA","VISOKA",apr. 2014
"1670","Ljubljana",255,45.5,3.2,2.5375,1.3,7,5.375,2.5,0,0,977.1,976.5125,976,75.8,69.9125,62,2.5,2.0625,1.7,13,11.3375,10.6,33.4,95.35,"èetrtek","april",2014,"Pomlad","SREDNJA","NIZKA",apr. 2014
"1671","Ljubljana",234,41.5,1.4,0.9375,0.3,3.2,2.2,1.4,0,0,975.4,974.7,973.7,84.9,79.775,73.6,7.4,3.475,1.9,11.8,9.9,8.5,42.6,96.45,"petek","april",2014,"Pomlad","SREDNJA","VISOKA",apr. 2014
"1672","Ljubljana",17,3,2.4,1.5,0.8,5.7,3.375,2.6,0.6875,5.5,974.5,972.7125,971.7,94.7,77.3625,56.9,5.3,4.275,2.9,13.8,12.475,11.5,29.6,61.05,"sobota","april",2014,"Pomlad","SREDNJA","NIZKA",apr. 2014
"1673","Ljubljana",101,20.75,1.1,0.4625,0.1,2.4,1.575,0.9,0,0,982,980.625,979.9,98.5,96.2125,94.3,5.5,4.3,4,10.8,10.0125,9.3,25.4,84.3,"nedelja","april",2014,"Pomlad","SREDNJA","NIZKA",apr. 2014
"1674","Ljubljana",174,28.875,1,0.625,0.2,2.5,1.9,1.2,0,0,986.4,985.4375,984.7,98.3,97.0875,92.3,4.3,3.8625,3.5,10.7,9.75,8.8,25.6,96.6,"ponedeljek","april",2014,"Pomlad","SREDNJA","NIZKA",apr. 2014
"1675","Ljubljana",371,66.75,1.1,0.525,0.2,2.5,1.8,1.3,0,1.2,983.9,983.3625,982.9,93.3,87.8375,76.4,8.4,6.0625,5.1,11.9,8.975,7.7,28.4,111.4,"torek","april",2014,"Pomlad","SREDNJA","NIZKA",apr. 2014
"1676","Ljubljana",153,25.5,2.3,1.6,1,6,3.8375,2.5,0.3375,1.5,985,982.8625,981.5,91,87.675,80.2,1.8,0.7625,-0.2,11.7,10.425,9.4,7.3,91.25,"sreda","april",2014,"Pomlad","SREDNJA","NIZKA",apr. 2014
"1677","Ljubljana",302,63.5,1.5,0.6375,0.2,2.5,2.075,1,0,0,985.7,984.8875,984.1,77,72.9125,64,-1,-2,-2.9,8,5.975,4.1,14.8,92.25,"èetrtek","april",2014,"Pomlad","SREDNJA","NIZKA",apr. 2014
"1678","Ljubljana",147,24.875,2.8,1.9,1.1,6.2,4.6375,2.5,0,0,985.3,984.3375,983.7,75.2,73.6875,69.3,-0.3,-0.9625,-1.4,9.2,8.05,7.3,14.9,61.3,"petek","april",2014,"Pomlad","SREDNJA","NIZKA",apr. 2014
"1679","Ljubljana",190,34.625,1.1,0.6,0.1,2.6,1.675,0.6,0,0,983,982.4625,982.1,95.1,91.2,84.9,3.8,1.7375,0.9,7.2,5.7375,4.7,19.1,92.25,"sobota","april",2014,"Pomlad","SREDNJA","NIZKA",apr. 2014
"1680","Ljubljana",75,19,1.1,0.675,0.3,2.5,2.0125,1.3,0,0,982,981.4625,981,97.7,96.9,95.6,3.2,2.1125,1.8,8.2,7.975,7.6,14.9,74.7,"nedelja","april",2014,"Pomlad","SREDNJA","NIZKA",apr. 2014
"1681","Ljubljana",367,68.75,0.9,0.5125,0.2,2.4,1.725,1.1,0,0,982.6,981.9625,981.4,97.2,92.95,81.1,2.4,1.55,1.2,8.3,6.3625,5.2,15,65.45,"ponedeljek","april",2014,"Pomlad","SREDNJA","NIZKA",apr. 2014
"1682","Ljubljana",233,55.75,2.2,1.6,0.8,5.8,4.0625,2.5,0.0375,0.3,980.8,979.1375,977.9,81.8,77.8875,71.3,-1.5,-2.575,-3.3,9.4,7.775,6.7,6.9,67.05,"torek","april",2014,"Pomlad","SREDNJA","NIZKA",apr. 2014
"1683","Ljubljana",411,84,1.4,0.8375,0.4,3.9,2.35,1.6,0,0,985.6,984.6,983.8,69,61.0875,43.6,-3.2,-4.6,-5.5,8.1,4.2375,2.3,10.8,72.65,"sreda","april",2014,"Pomlad","SREDNJA","NIZKA",apr. 2014
"1684","Ljubljana",426,74.125,1.9,1.3125,0.5,3.7,3.05,2.1,0,0,986.5,985.3625,984.5,63.7,54.75,36.2,-3.9,-4.925,-5.6,9.4,4.85,3.1,15.4,81.25,"èetrtek","april",2014,"Pomlad","SREDNJA","NIZKA",apr. 2014
"1685","Ljubljana",403,83.125,1.1,0.5625,0.3,2.4,1.725,1,0,0,979.6,977.8375,976.3,85.8,78.9375,64.2,2.9,0.325,-0.8,8.2,4.7875,3,20.8,98.65,"petek","april",2014,"Pomlad","SREDNJA","NIZKA",apr. 2014
"1686","Ljubljana",175,33.25,3.2,1.4375,0.2,6.7,3.275,1,0,0,973.3,972.7875,972.4,57.8,49.35,42.3,3.2,1.8125,1.2,13,12.3375,11.4,18.1,98.1,"sobota","april",2014,"Pomlad","SREDNJA","NIZKA",apr. 2014
"1687","Ljubljana",101,18.25,2,1.15,0.3,3.9,2.7,1.4,1.0625,8.5,972.9,971.8625,971.3,95.6,93.8875,91.5,2.4,0.85,0.2,11,10.275,9.7,9.2,72.65,"nedelja","april",2014,"Pomlad","SREDNJA","NIZKA",apr. 2014
"1688","Ljubljana",66,11.5,0.8,0.575,0.3,2.7,1.9875,1.1,0.025,0.2,974.5,973.825,973.4,94.1,92.625,91.3,2.4,1.9625,1.7,10.3,9.85,9.7,10.9,50,"ponedeljek","april",2014,"Pomlad","NIZKA","NIZKA",apr. 2014
"1689","Ljubljana",142,28.625,1.6,0.7125,0.3,2.7,2.225,1.9,0.3,2.4,977.1,975.525,974.7,97.5,96.6375,93.4,3.8,2.7875,2.3,10.8,10.4125,10.2,11.8,89.8,"torek","april",2014,"Pomlad","SREDNJA","NIZKA",apr. 2014
"1690","Ljubljana",148,41.125,0.8,0.3625,0.2,2.3,1.6625,1.1,0,0,983,982.3375,981.6,96.4,90.2125,84,5.8,4.875,4.3,11.7,10.875,9.7,16.9,87.65,"sreda","april",2014,"Pomlad","SREDNJA","NIZKA",apr. 2014
"1691","Ljubljana",154,29.25,0.4,0.3125,0.2,2.4,1.65,0.9,0.0125,0.1,980.3,980.025,979.6,93.6,91.0375,87.8,5.6,5.25,5,13.9,12.6125,11.9,19.7,71.3,"èetrtek","april",2014,"Pomlad","SREDNJA","NIZKA",apr. 2014
"1692","Ljubljana",356,60.375,1.5,0.575,0.1,3.5,1.775,1,0,0,978.6,977.9375,977.7,96.2,93.575,85.4,7,5.4375,4.7,13.1,10.9,9.7,16.1,75.1,"petek","april",2014,"Pomlad","SREDNJA","NIZKA",apr. 2014
"1693","Ljubljana",170,35.875,1.2,0.725,0.3,2.5,1.8875,1.3,0,0,976.4,976.0125,975.7,90.7,88.6625,82.3,8.1,5.7625,4.9,14.4,13.05,12.4,19.8,74.1,"sobota","april",2014,"Pomlad","SREDNJA","NIZKA",apr. 2014
"1694","Ljubljana",305,51.75,0.7,0.45,0.2,2.7,1.725,1,0,0,974.4,973.25,972.5,91.3,87.7375,81.9,5.9,4.3,3.9,14.7,13.25,12.6,19.9,64.3,"nedelja","april",2014,"Pomlad","SREDNJA","NIZKA",apr. 2014
"1695","Ljubljana",54,12.125,1.3,0.425,0.1,2.4,1.35,0.4,0.1875,1.7,970.9,970.0125,969.4,97.7,96.8125,95.6,4.5,4.3,4.1,13.3,12.6375,12.4,19.2,75,"ponedeljek","april",2014,"Pomlad","SREDNJA","NIZKA",apr. 2014
"1696","Ljubljana",242,53.875,1.7,0.7,0.2,3.2,2.2,1.1,0.05,0.2,973.2,972.4375,972.1,95.9,93.5,87.1,5.7,4.45,4,14,12.6,12.1,14.8,89.55,"torek","april",2014,"Pomlad","SREDNJA","NIZKA",apr. 2014
"1697","Ljubljana",333,62.625,1.6,0.825,0.2,2.7,1.975,1.2,0,0,974.8,974.375,974,98,95.5625,90,6.8,4.325,3.3,13,10.875,9.6,20.9,85.05,"sreda","april",2014,"Pomlad","SREDNJA","NIZKA",apr. 2014
"1698","Ljubljana",425,70.75,0.8,0.5875,0.4,2.4,1.8375,1.4,0,0,975.2,974.55,974.2,96.9,94.0625,86.7,7.2,4.875,4,12,10.3125,9.6,29.7,108.85,"èetrtek","maj",2014,"Pomlad","SREDNJA","NIZKA",maj 2014
"1699","Ljubljana",475,107.625,1.1,0.7375,0.1,2.4,1.7375,0.7,0,0,975.3,974.65,974.3,93.6,89.7125,76.6,7,3.875,2.7,13.1,9.7625,8.1,14.9,117.55,"petek","maj",2014,"Pomlad","SREDNJA","NIZKA",maj 2014
"1700","Ljubljana",215,41,1,0.5375,0.2,2.3,1.7625,1.3,0,0,974.6,974.275,974,98.2,95.8875,90.5,4.1,3.775,3.2,12.2,10.5875,9.9,10.3,98.6,"sobota","maj",2014,"Pomlad","SREDNJA","NIZKA",maj 2014
"1701","Ljubljana",208,44,2.3,1.925,1.3,4.8,3.55,2.5,0,0,976.6,975.4875,974.8,87.1,75.95,67.9,1.2,0.4125,-0.3,10.3,9,8.3,10.2,99.15,"nedelja","maj",2014,"Pomlad","SREDNJA","NIZKA",maj 2014
"1702","Ljubljana",477,110.875,1.5,0.6,0.1,3.5,1.98571428571429,1.1,0,0,985.1,983.75,982.3,82.6,74.175,57.9,0.7,-0.6625,-1.9,10.2,5.975,3.9,18.7,107.2,"ponedeljek","maj",2014,"Pomlad","SREDNJA","NIZKA",maj 2014
"1703","Ljubljana",465,107.625,0.9,0.4375,0.1,2.5,1.4,0.7,0,0,985,984.45,984,88.5,79.2375,62.9,6,3.8625,3.1,11.6,7.5875,5.6,20,121.7,"torek","maj",2014,"Pomlad","VISOKA","NIZKA",maj 2014
"1704","Ljubljana",410,95.25,3.1,2.55714285714286,1.8,5.5,4.72857142857143,3,0,0,983,982.0375,981.7,64.9,55.8875,46.9,4.1,3.9,3.6,16,12.95,11.8,16.6,110.65,"sreda","maj",2014,"Pomlad","SREDNJA","NIZKA",maj 2014
"1705","Ljubljana",377,71.625,1,0.4875,0.2,2.5,1.9625,1.2,0,0,984.1,982.8125,982.1,96.3,92.175,82.8,4.9,2.975,2.3,13.1,11.2875,10.7,10.2,97.65,"èetrtek","maj",2014,"Pomlad","SREDNJA","NIZKA",maj 2014
"1706","Ljubljana",477,107.125,1.3,0.6125,0.2,2.7,2,1.4,0,0,983,982.65,982.4,91.9,84.7875,71.4,9.7,6.3,5,14.3,10.65,8.6,17.1,122.2,"petek","maj",2014,"Pomlad","VISOKA","NIZKA",maj 2014
"1707","Ljubljana",464,105.375,1.8,0.8125,0.3,3.6,2.1875,1,0,0,982.2,981.3875,980.4,83.7,76.6125,62.7,10.7,7.5875,6.4,16.8,13.0875,11.3,14.5,113.35,"sobota","maj",2014,"Pomlad","SREDNJA","NIZKA",maj 2014
"1708","Ljubljana",288,56,2.2,1.2125,0.3,4.6,2.7375,1.3,0,0,977.2,976.175,975.6,81.7,75.75,66.8,7.1,6.25,5.5,16.8,14.875,13.3,13.7,113.2,"nedelja","maj",2014,"Pomlad","SREDNJA","NIZKA",maj 2014
"1709","Ljubljana",74,15.875,3.5,2.2125,0.6,6.1,4.5125,2.1,1.2125,9.7,979.5,978.375,977.7,93.4,88.875,75,1.2,0.275,-0.3,11.2,9.3625,7.6,7.6,57.1,"torek","maj",2014,"Pomlad","NIZKA","NIZKA",maj 2014
"1710","Ljubljana",441,78.375,1.3,0.8,0.5,2.8,2.3,1.9,0,0,980.5,979.8875,979.5,99.3,97.0875,88.2,0.7,0.425,0.2,8.1,6.7375,6.3,6.6,95.05,"sreda","maj",2014,"Pomlad","SREDNJA","NIZKA",maj 2014
"1711","Ljubljana",283,63.75,5.2,3.3875,1.8,13.5,8.2625,3.7,0,0,982.4,981.8125,981.4,39.1,35.4125,32.4,2.4,0.25,-0.8,14.1,12.1625,11.3,7.8,93.65,"èetrtek","maj",2014,"Pomlad","SREDNJA","NIZKA",maj 2014
"1712","Ljubljana",182,43.125,4.7,3.25,1,11.4,9.05,6.2,0,0,978.5,977.025,976.1,46.8,41.4,37.9,0.9,0.1,-0.3,15.5,14.3875,13.7,8.2,86.4,"petek","maj",2014,"Pomlad","SREDNJA","NIZKA",maj 2014
"1713","Ljubljana",235,50.375,1.8,1.0375,0.2,6,2.9125,1.7,0,0,980.8,979.9625,979.4,80.5,69.0625,52,1.7,1.3875,1.1,11.9,10.725,9.4,10.4,83.45,"sobota","maj",2014,"Pomlad","SREDNJA","NIZKA",maj 2014
"1714","Ljubljana",156,32.5,3.2,2.4625,1.7,6.6,5.1125,3.1,0.1,0.8,981,980.6125,980.4,86.1,82.35,76.6,2.8,2.4,1.8,12.8,12.2125,11.7,10,96.6,"nedelja","maj",2014,"Pomlad","SREDNJA","NIZKA",maj 2014
"1715","Ljubljana",508,106.125,2.5,1.7125,1,6.8,4.325,2.4,0,0,982,981.925,981.9,83.8,76.25,65.5,4.3,2.875,2.1,16,12.1,10.2,13.5,108.25,"ponedeljek","maj",2014,"Pomlad","SREDNJA","NIZKA",maj 2014
"1716","Ljubljana",519,128,3.2,1.775,0.7,8,4.4,2,0,0,982.9,982.3125,982,83.7,73.7,54.1,5.6,4.2375,3.5,17.6,14.2,12,13.8,111.9,"torek","maj",2014,"Pomlad","SREDNJA","NIZKA",maj 2014
"1717","Ljubljana",493,120.875,1.8,1.0125,0.7,3.8,2.4875,1.8,0,0,984.6,984.1375,983.8,87.8,78.55,66.3,7.9,6.85,6.3,16.8,13.225,11.1,24.8,118.45,"sreda","maj",2014,"Pomlad","SREDNJA","NIZKA",maj 2014
"1718","Ljubljana",447,108,1.5,0.6375,0.2,3.2,1.9125,1.1,0,0,982.6,982.375,982.1,89.7,80.65,71,11.2,8.8125,7.6,17.9,14.2875,12.3,25.5,118.6,"èetrtek","maj",2014,"Pomlad","SREDNJA","NIZKA",maj 2014
"1719","Ljubljana",434,108.375,1.4,0.725,0.2,2.5,2.05,0.9,0,0,979.7,979.0125,978.6,84,75.825,67.2,11,10.0625,9.1,19.7,16.3625,14.3,33.8,97.95,"petek","maj",2014,"Pomlad","SREDNJA","NIZKA",maj 2014
"1720","Ljubljana",509,118.375,1.2,0.8375,0.4,2.6,2.175,1.5,0,0,979.2,978.8375,978.4,92.3,83.95,66.9,8.6,7.725,7.3,19.5,16.1125,14.3,28.1,114.95,"sobota","maj",2014,"Pomlad","SREDNJA","NIZKA",maj 2014
"1721","Ljubljana",341,84.75,1.5,0.525,0.1,2.9,1.75,1.1,0,0,984.5,983.5,982.4,83.8,75.7375,63.5,10.9,9.0625,8.3,16.7,14.175,12.6,23.5,110.25,"nedelja","maj",2014,"Pomlad","SREDNJA","NIZKA",maj 2014
"1722","Ljubljana",434,102.875,1.9,0.7875,0.1,3.6,2.175,0.8,0,0,981.6,980.8125,980.5,89.1,82.4125,72.4,10.4,9.05,8.3,19.3,16.1625,14.4,14.3,87.25,"ponedeljek","maj",2014,"Pomlad","SREDNJA","NIZKA",maj 2014
"1723","Ljubljana",325,85.625,2.4,0.95,0.2,5.4,3.5,1.8,0,0,977,976.2125,975.7,93.6,83.6875,65.5,6.7,6.1375,5,17.8,15.05,13.4,11.9,100.85,"torek","maj",2014,"Pomlad","SREDNJA","NIZKA",maj 2014
"1724","Ljubljana",164.7,36.975,1.5,0.65,0.2,5.4,2.3625,1.1,0,0,975.7,975.0875,974.6,87.1,82.4,76,4.8,4.35,3.9,14.8,13.125,12,10.6,96,"sreda","maj",2014,"Pomlad","SREDNJA","NIZKA",maj 2014
"1725","Ljubljana",282,61.5,1.4,0.8375,0.3,2.9,2.025,1.1,0,0,976.7,976.25,976.1,97.1,93.7125,85.9,6.8,4.9125,4.3,15.3,13.6625,13.1,9.7,95.3,"èetrtek","maj",2014,"Pomlad","SREDNJA","NIZKA",maj 2014
"1726","Ljubljana",181,36.625,1.5,0.875,0.3,2.8,2.25,1.4,0,0,978.9,978.2375,977.8,95.9,94.3875,89.1,5.3,5.0125,4.8,14.1,12.975,12.4,8.6,53.45,"petek","maj",2014,"Pomlad","NIZKA","NIZKA",maj 2014
"1727","Ljubljana",587,117.25,1.3,0.85,0.4,2.9,2.2,1.4,0,0,983.2,982.8,982.5,92.4,81.9625,66.7,3.3,1.1375,0.3,13,9.9125,7.8,10,86.55,"sobota","maj",2014,"Pomlad","SREDNJA","NIZKA",maj 2014
"1728","Ljubljana",175,53.875,3.4,1.1875,0.7,7.8,2.925,1.7,0.025,0.2,982.6,982.3875,982.1,87.3,82.1,61.8,4.8,2.8625,2.3,14.1,11.0625,9.8,12.2,94.2,"nedelja","junij",2014,"Pomlad","SREDNJA","NIZKA",jun. 2014
"1729","Ljubljana",520,131,1.4,0.8125,0.3,2.5,1.9875,0.9,0,0,983.6,983.325,983.1,92,83.8125,70.7,5.7,4.7375,3.9,14.2,11.1125,9.4,16,104.25,"ponedeljek","junij",2014,"Pomlad","SREDNJA","NIZKA",jun. 2014
"1730","Ljubljana",522,97.875,0.9,0.2375,0,2.9,1.0875,0,0,0,981.4,981.175,981,97.9,93.0625,76,8.6,6.075,5.3,15.2,11.375,10,13.5,102,"torek","junij",2014,"Pomlad","SREDNJA","NIZKA",jun. 2014
"1731","Ljubljana",424,82.75,0.5,0.325,0.2,2.6,1.8,1,0,0,979.3,979.0375,978.6,96.9,92.2875,79.6,9.6,4.8,3.2,13.8,11.5375,10.2,17,110.1,"sreda","junij",2014,"Pomlad","SREDNJA","NIZKA",jun. 2014
"1732","Ljubljana",126,27.625,0.9,0.6125,0.2,2.7,1.8375,1,0.1875,1.5,979.7,977.9,976.8,95.8,91.4,86.1,7.1,6.6625,6.2,15.1,14.55,14.1,17.4,103.05,"èetrtek","junij",2014,"Pomlad","SREDNJA","NIZKA",jun. 2014
"1733","Ljubljana",515,109.75,1.1,0.7125,0.3,2.6,2.1875,1.6,0,0,985.5,984.5875,983.9,96.3,89.3875,74.5,12.4,8.7375,6.7,18.2,14.7875,13.3,17.6,113.75,"petek","junij",2014,"Pomlad","SREDNJA","NIZKA",jun. 2014
"1734","Ljubljana",507,129.875,1,0.4625,0.1,2.1,1.5125,0.6,0,0,984.6,984.2875,984,91.7,83.3,66.9,13,10.925,10.3,19.6,16.25,14.3,19.9,128.55,"sobota","junij",2014,"Pomlad","VISOKA","NIZKA",jun. 2014
"1735","Ljubljana",521,132.875,0.7,0.3875,0,2.6,1.4375,0.6,0,0,986.9,985.95,985.2,88.5,79.65,64.3,16,13.9125,13.2,21.6,17.7,15.4,21.2,106.05,"nedelja","junij",2014,"Pomlad","SREDNJA","NIZKA",jun. 2014
"1736","Ljubljana",509,131,0.9,0.325,0.1,2.6,1.4625,0.9,0,0,986.8,986.65,986.5,89.5,80.65,67.9,15.9,13.5375,12.6,23.5,19.6125,17.5,24.8,115.9,"ponedeljek","junij",2014,"Pomlad","SREDNJA","NIZKA",jun. 2014
"1737","Ljubljana",517,134.375,0.6,0.3375,0,2.6,1.375,0,0,0,985.9,985.8125,985.7,87.9,77.8875,61.3,16.6,13.55,12.5,23.9,19.5,17.1,27.3,118.4,"torek","junij",2014,"Pomlad","SREDNJA","NIZKA",jun. 2014
"1738","Ljubljana",537,137.375,0,0,0,1,0.125,0,0,0,985.9,985.275,984.7,87.5,77.4375,62.6,17.7,14.7125,13.9,23.2,19.5125,17.3,30.8,137.95,"sreda","junij",2014,"Pomlad","VISOKA","NIZKA",jun. 2014
"1739","Ljubljana",490,125.125,0.6,0.2125,0,2.2,1.325,0.7,0,0,986.1,985.9,985.7,79.2,71.6375,53.2,17.4,16.0625,14.9,25.3,20.575,18.4,32.3,135.8,"èetrtek","junij",2014,"Pomlad","VISOKA","NIZKA",jun. 2014
"1740","Ljubljana",336,86.625,0.9,0.7,0.5,2.4,2.025,1.5,0,0,980.7,980.425,980.3,84.3,79.275,69.6,7.5,5.5125,4.9,17.6,15.85,15.1,23,102.15,"torek","junij",2014,"Pomlad","SREDNJA","NIZKA",jun. 2014
"1741","Ljubljana",474,112.125,0.9,0.5625,0,2.6,1.8625,1,0,0,982,981.4125,980.9,86.4,77.125,64.7,8.7,6.85,6.4,17,14.1875,12.5,31.2,119.35,"sreda","junij",2014,"Pomlad","SREDNJA","NIZKA",jun. 2014
"1742","Ljubljana",513,130.125,1.2,0.625,0.4,2.7,1.8125,0.9,0,0,981.4,981.1125,980.8,88.8,81.3,64.5,11,8.05,7.2,18.1,13.8125,11.7,27.1,129.25,"èetrtek","junij",2014,"Pomlad","VISOKA","NIZKA",jun. 2014
"1743","Ljubljana",136,35.375,1.2,0.9125,0.5,3,2.2125,1.3,0,0,979.1,978.4875,978.1,90.5,84.7125,76.8,9.7,8.525,8,16.3,14.675,13.5,17.6,109.65,"petek","junij",2014,"Pomlad","SREDNJA","NIZKA",jun. 2014
"1744","Ljubljana",566,105.875,1.4,0.9125,0.6,2.6,2.3375,2,0,0,982.8,982.1,981.4,98.1,93.75,81.3,7.3,4.9125,4,15.4,12.8125,11.6,6.5,111.35,"sobota","junij",2014,"Poletje","SREDNJA","NIZKA",jun. 2014
"1745","Ljubljana",483,132.625,0.9,0.725,0.3,2.6,1.8375,0.9,0,0,983.9,983.1125,982.4,86.5,76.4875,62.1,10,8.725,8.1,17.8,14.125,11.9,19.8,131.5,"nedelja","junij",2014,"Poletje","VISOKA","NIZKA",jun. 2014
"1746","Ljubljana",438.3,116.4,2.4,1.3625,0.9,5.3,3.1125,1.7,0,0.2,984.8,984.425,984.1,81.7,74.7,62.2,12.2,10.525,9.3,22.4,19.3375,17.6,18.9,128.1,"ponedeljek","junij",2014,"Poletje","VISOKA","NIZKA",jun. 2014
"1747","Ljubljana",502,128.125,1,0.6375,0.3,2.3,1.6375,1.2,0,0,989.9,989.275,988.6,92.8,84.575,69.8,11.9,9.6,8.9,18.5,15.0125,13.1,16.9,101.5,"petek","julij",2014,"Poletje","SREDNJA","NIZKA",jul. 2014
"1748","Ljubljana",454,110.25,1.1,0.675,0.2,2.8,1.825,1.1,0,0,979.5,978.475,977.8,89.3,82.725,68.5,12.3,11.8375,11.4,20.7,17.2875,15.8,19.8,119.75,"sobota","julij",2014,"Poletje","SREDNJA","NIZKA",jul. 2014
"1749","Ljubljana",497,124.625,0.8,0.4125,0.2,2,1.325,0.7,0,0,981.7,980.8125,980.2,89.6,80.7125,67.9,13.9,11.7625,10.7,22,18.325,16.2,19.1,108.15,"nedelja","julij",2014,"Poletje","SREDNJA","NIZKA",jul. 2014
"1750","Ljubljana",490,123.375,1.2,0.7125,0.3,2.8,1.7,1,0,0.7,981,980.45,980,90.1,84.575,71.3,15.1,13.05,12.2,23.3,19.175,17.2,19.9,124.2,"ponedeljek","julij",2014,"Poletje","VISOKA","NIZKA",jul. 2014
"1751","Ljubljana",181.7,34.975,3.2,1.1375,0.5,9.6,3.1625,1.6,0.4625,3,978.5,976.775,975.5,94.5,87.6,70.1,12.1,11.4875,10.7,21.9,19.475,18.6,9,87.05,"torek","julij",2014,"Poletje","SREDNJA","NIZKA",jul. 2014
"1752","Ljubljana",162,33.875,2.9,1.075,0.2,6.5,2.625,1,0.975,8.5,971.8,971.1125,970.6,95,90.9,80.1,7.1,6.15,5.2,16.4,15.375,14.2,4.8,89.35,"sreda","julij",2014,"Poletje","SREDNJA","NIZKA",jul. 2014
"1753","Ljubljana",53,13.125,2.3,1.7,1.1,4.3,3.1625,2.1,0.9,6.5,973.5,972.4125,971.9,96,94.575,92.8,5.6,5.3,5.1,14.6,14.075,13.7,4.6,55.25,"èetrtek","julij",2014,"Poletje","NIZKA","NIZKA",jul. 2014
"1754","Ljubljana",302,61.5,1.1,0.6125,0.3,2.7,1.7875,1.4,0,0,973.9,973.575,973.4,95.4,92.2125,83.5,7.4,6.0875,5.5,14.8,13.2125,12.6,12.4,75.05,"petek","julij",2014,"Poletje","SREDNJA","NIZKA",jul. 2014
